# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "reference/Saccharomyces_cerevisiae.R64-1-1.61.gtf" "-o" "feature-count/counts.txt" "-t" "exon" "-g" "gene_id" "mapped/batch1_chrI.sam" "mapped/batch2_chrI.sam" "mapped/batch3_chrI.sam" "mapped/chem1_chrI.sam" "mapped/chem2_chrI.sam" "mapped/chem3_chrI.sam" "-p" 
Geneid	Chr	Start	End	Strand	Length	mapped/batch1_chrI.sam	mapped/batch2_chrI.sam	mapped/batch3_chrI.sam	mapped/chem1_chrI.sam	mapped/chem2_chrI.sam	mapped/chem3_chrI.sam
YBL082C	II	69751	71127	-	1377	0	0	0	0	0	0
YBL002W	II	236492	236887	+	396	0	0	0	0	0	0
YBL098W	II	39145	40527	+	1383	0	0	0	0	0	0
YBR117C	II	474392	476437	-	2046	0	0	0	0	0	0
YBR214W	II	651415	652998	+	1584	0	0	0	0	0	0
YBR169C	II	573915	575996	-	2082	0	0	0	0	0	0
YBR207W	II	635146	636543	+	1398	0	0	0	0	0	0
YBR155W	II	549771	550928	+	1158	0	0	0	0	0	0
YBL106C	II	10847	13879	-	3033	0	0	0	0	0	0
YBR237W	II	691969	694518	+	2550	0	0	0	0	0	0
YBR193C	II	609082	609753	-	672	0	0	0	0	0	0
YBR149W	II	539987	541021	+	1035	0	0	0	0	0	0
YBR013C	II	265492	265881	-	390	0	0	0	0	0	0
YBL063W	II	101886	105221	+	3336	0	0	0	0	0	0
YBL029C-A	II	164488	164772	-	285	0	0	0	0	0	0
YBR147W	II	536575	537465	+	891	0	0	0	0	0	0
YBR246W	II	711591	712754	+	1164	0	0	0	0	0	0
YBR002C	II	241708	242568	-	861	0	0	0	0	0	0
YBR023C	II	284428	287925	-	3498	0	0	0	0	0	0
YBL088C	II	51019	59382	-	8364	0	0	0	0	0	0
YBL064C	II	100371	101156	-	786	0	0	0	0	0	0
YBL007C	II	212632	216366	-	3735	0	0	0	0	0	0
tL(UAA)B2	II	347603	347686	+	84	0	0	0	0	0	0
YBL093C	II	44256	44918	-	663	0	0	0	0	0	0
YBL091C	II	47363	48628	-	1266	0	0	0	0	0	0
YBR142W	II	528317	530638	+	2322	0	0	0	0	0	0
YBR047W	II	331833	332360	+	528	0	0	0	0	0	0
YBR238C	II	695107	697302	-	2196	0	0	0	0	0	0
YBR067C	II	372103	372735	-	633	0	0	0	0	0	0
YBR010W	II	256331	256741	+	411	0	0	0	0	0	0
YBL054W	II	117589	119166	+	1578	0	0	0	0	0	0
YBR209W	II	642583	642900	+	318	0	0	0	0	0	0
YBL060W	II	107932	109995	+	2064	0	0	0	0	0	0
YBR089W	II	425183	425782	+	600	0	0	0	0	0	0
YBR025C	II	290681	291865	-	1185	0	0	0	0	0	0
YBR040W	II	316968	317864	+	897	0	0	0	0	0	0
YBR230C	II;II	679549;680040	679942;680050	-;-	405	0	0	0	0	0	0
YBL027W	II;II	168423;168809	168424;169376	+;+	570	0	0	0	0	0	0
YBL100C	II	36989	37303	-	315	0	0	0	0	0	0
YBR261C	II	734832	735530	-	699	0	0	0	0	0	0
YBR034C	II	304930	305976	-	1047	0	0	0	0	0	0
YBR101C	II	443821	444693	-	873	0	0	0	0	0	0
YBL010C	II	206107	206949	-	843	0	0	0	0	0	0
YBR053C	II	339675	340751	-	1077	0	0	0	0	0	0
YBL059C-A	II;II	110125;110506	110420;110539	-;-	330	0	0	0	0	0	0
YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	0	0	0	0	0	0
YBL042C	II	138341	140260	-	1920	0	0	0	0	0	0
YBL039C	II	143989	145728	-	1740	0	0	0	0	0	0
YBR217W	II	657832	658392	+	561	0	0	0	0	0	0
YBR200W-A	II	622983	623147	+	165	0	0	0	0	0	0
YBL003C	II	235394	235792	-	399	0	0	0	0	0	0
YBR069C	II	376574	378433	-	1860	0	0	0	0	0	0
YBR056W-A	II	351255	351455	+	201	0	0	0	0	0	0
YBR009C	II	255373	255684	-	312	0	0	0	0	0	0
YBL038W	II	146187	146885	+	699	0	0	0	0	0	0
YBR056C-B	II	351293	351451	-	159	0	0	0	0	0	0
YBR081C	II	401253	405251	-	3999	0	0	0	0	0	0
YBR007C	II	248806	251016	-	2211	0	0	0	0	0	0
YBR146W	II	535260	536096	+	837	0	0	0	0	0	0
YBR171W	II	578364	578984	+	621	0	0	0	0	0	0
YBL028C	II	167518	167838	-	321	0	0	0	0	0	0
YBR135W	II	504854	505306	+	453	0	0	0	0	0	0
YBR264C	II	737770	738369	-	600	0	0	0	0	0	0
YBR043C	II	321876	323945	-	2070	0	0	0	0	0	0
YBL059W	II;II	110594;110949	110879;111244	+;+	582	0	0	0	0	0	0
YBR131W	II	497163	499277	+	2115	0	0	0	0	0	0
YBR233W-A	II	684977	685261	+	285	0	0	0	0	0	0
YBR092C	II	427698	429101	-	1404	0	0	0	0	0	0
YBR126C	II	488905	490392	-	1488	0	0	0	0	0	0
YBR057C	II	352193	353293	-	1101	0	0	0	0	0	0
YBR086C	II	420201	423041	-	2841	0	0	0	0	0	0
YBR174C	II	582338	582652	-	315	0	0	0	0	0	0
snR56	II	88190	88277	+	88	0	0	0	0	0	0
YBR281C	II	764970	767606	-	2637	0	0	0	0	0	0
YBL103C	II	22076	23536	-	1461	0	0	0	0	0	0
tG(GCC)B	II	197629	197699	-	71	0	0	0	0	0	0
YBR159W	II	558685	559728	+	1044	0	0	0	0	0	0
YBR118W	II	477671	479047	+	1377	0	0	0	0	0	0
YBL004W	II	227636	235117	+	7482	0	0	0	0	0	0
YBR163W	II	565723	567480	+	1758	0	0	0	0	0	0
YBL013W	II	202056	203261	+	1206	0	0	0	0	0	0
YBL112C	II	2582	2899	-	318	0	0	0	0	0	0
YBR231C	II	682179	683090	-	912	0	0	0	0	0	0
YBL066C	II	96669	100115	-	3447	0	0	0	0	0	0
YBR008C	II	252563	254209	-	1647	0	0	0	0	0	0
YBL015W	II	194122	195702	+	1581	0	0	0	0	0	0
YBR038W	II	311898	314789	+	2892	0	0	0	0	0	0
YBL018C	II;II	185998;186428	186352;186474	-;-	402	0	0	0	0	0	0
YBR253W	II	723270	723635	+	366	0	0	0	0	0	0
YBL068W-A	II	91794	92030	+	237	0	0	0	0	0	0
YBR058C	II	353672	356017	-	2346	0	0	0	0	0	0
YBL084C	II	67169	69445	-	2277	0	0	0	0	0	0
YBR224W	II	670125	670640	+	516	0	0	0	0	0	0
YBR077C	II	391805	392293	-	489	0	0	0	0	0	0
YBL087C	II;II	59822;60698	60193;60739	-;-	414	0	0	0	0	0	0
YBR098W	II	441515	443590	+	2076	0	0	0	0	0	0
YBR239C	II	698354	699943	-	1590	0	0	0	0	0	0
YBR168W	II	572371	573612	+	1242	0	0	0	0	0	0
YBL046W	II	132424	133749	+	1326	0	0	0	0	0	0
YBR003W	II	242809	244230	+	1422	0	0	0	0	0	0
YBR215W	II;II	653356;653453	653368;655317	+;+	1878	0	0	0	0	0	0
LSR1	II	680688	681862	-	1175	0	0	0	0	0	0
YBL025W	II	171481	171918	+	438	0	0	0	0	0	0
YBR105C	II	450881	451969	-	1089	0	0	0	0	0	0
YBR200W	II	620872	622527	+	1656	0	0	0	0	0	0
YBR190W	II	605966	606277	+	312	0	0	0	0	0	0
YBR248C	II	714807	716465	-	1659	0	0	0	0	0	0
YBR145W	II	533762	534817	+	1056	0	0	0	0	0	0
YBL047C	II	127895	132040	-	4146	0	0	0	0	0	0
YBR099C	II	442924	443307	-	384	0	0	0	0	0	0
YBL014C	II	199064	201748	-	2685	0	0	0	0	0	0
YBR062C	II;II	365976;366585	366502;366600	-;-	543	0	0	0	0	0	0
YBL092W	II	45978	46370	+	393	0	0	0	0	0	0
YBR240C	II	700490	701842	-	1353	0	0	0	0	0	0
YBR251W	II	721390	722313	+	924	0	0	0	0	0	0
YBR199W	II	618909	620303	+	1395	0	0	0	0	0	0
YBR128C	II	493081	494115	-	1035	0	0	0	0	0	0
YBR139W	II	515664	517190	+	1527	0	0	0	0	0	0
YBL070C	II	90605	90925	-	321	0	0	0	0	0	0
YBR054W	II	343101	344135	+	1035	0	0	0	0	0	0
YBL039W-B	II	143393	143572	+	180	0	0	0	0	0	0
YBR072W	II	382030	382674	+	645	0	0	0	0	0	0
YBR111C	II	461178	461873	-	696	0	0	0	0	0	0
YBL001C	II	237153	237467	-	315	0	0	0	0	0	0
YBR110W	II	458872	460221	+	1350	0	0	0	0	0	0
YBL111C	II;II	2907;4216	4116;5009	-;-	2004	0	0	0	0	0	0
YBL036C	II	150447	151220	-	774	0	0	0	0	0	0
tR(UCU)B	II	405878	405949	+	72	0	0	0	0	0	0
YBL094C	II	43765	44097	-	333	0	0	0	0	0	0
YBR033W	II	301944	304703	+	2760	0	0	0	0	0	0
YBL073W	II	87646	87957	+	312	0	0	0	0	0	0
YBR096W	II	436021	436713	+	693	0	0	0	0	0	0
YBL053W	II	119335	119709	+	375	0	0	0	0	0	0
YBR030W	II	298292	299950	+	1659	0	0	0	0	0	0
YBL076C	II	81043	84261	-	3219	0	0	0	0	0	0
YBR256C	II	727386	728102	-	717	0	0	0	0	0	0
YBR162W-A	II	565231	565428	+	198	0	0	0	0	0	0
YBL077W	II	80897	81328	+	432	0	0	0	0	0	0
YBR156C	II	551104	553200	-	2097	0	0	0	0	0	0
YBL012C	II	203406	203807	-	402	0	0	0	0	0	0
YBL008W-A	II	209409	209648	+	240	0	0	0	0	0	0
YBR297W	II	800523	801929	+	1407	0	0	0	0	0	0
YBR189W	II;II	604508;604928	604514;605508	+;+	588	0	0	0	0	0	0
YBL096C	II	43174	43482	-	309	0	0	0	0	0	0
YBR011C	II	257112	257975	-	864	0	0	0	0	0	0
YBL041W	II	141247	141972	+	726	0	0	0	0	0	0
YBL081W	II	71866	72972	+	1107	0	0	0	0	0	0
YBR089C-A	II	426190	426489	-	300	0	0	0	0	0	0
YBR103C-A	II	449320	449463	-	144	0	0	0	0	0	0
YBR296C	II	796798	798522	-	1725	0	0	0	0	0	0
YBL040C	II;II	142112;142847	142749;142868	-;-	660	0	0	0	0	0	0
YBR165W	II	568852	569685	+	834	0	0	0	0	0	0
YBL026W	II;II	170623;170805	170676;171038	+;+	288	0	0	0	0	0	0
YBR082C	II;II	406628;407123	407027;407169	-;-	447	0	0	0	0	0	0
YBR280C	II	762784	764697	-	1914	0	0	0	0	0	0
YBR061C	II	364787	365719	-	933	0	0	0	0	0	0
YBL016W	II	192451	193512	+	1062	0	0	0	0	0	0
YBR175W	II	582408	583355	+	948	0	0	0	0	0	0
YBR029C	II	296369	297742	-	1374	0	0	0	0	0	0
YBL057C	II	112801	113427	-	627	0	0	0	0	0	0
YBR298C-A	II	805035	805256	-	222	0	0	0	0	0	0
YBR192W	II	607652	608785	+	1134	0	0	0	0	0	0
tQ(UUG)B	II	350827	350898	+	72	0	0	0	0	0	0
YBR302C	II	810340	811479	-	1140	0	0	0	0	0	0
YBR254C	II	723736	724263	-	528	0	0	0	0	0	0
YBR204C	II	632254	633381	-	1128	0	0	0	0	0	0
YBR220C	II	662995	664677	-	1683	0	0	0	0	0	0
YBR222C	II	666720	668351	-	1632	0	0	0	0	0	0
YBR290W	II	782591	783556	+	966	0	0	0	0	0	0
YBR162C	II	563203	564570	-	1368	0	0	0	0	0	0
YBR167C	II	571468	571890	-	423	0	0	0	0	0	0
YBL033C	II	158656	159693	-	1038	0	0	0	0	0	0
YBR228W	II	675313	676227	+	915	0	0	0	0	0	0
YBR263W	II	736264	737736	+	1473	0	0	0	0	0	0
YBR250W	II	719033	720604	+	1572	0	0	0	0	0	0
YBR272C	II	746361	747803	-	1443	0	0	0	0	0	0
YBR120C	II	480435	480923	-	489	0	0	0	0	0	0
YBR084C-A	II;II	414186;415260	414753;415261	-;-	570	0	0	0	0	0	0
YBL062W	II	105308	105688	+	381	0	0	0	0	0	0
YBR301W	II	809057	809419	+	363	0	0	0	0	0	0
YBR076W	II	390227	391291	+	1065	0	0	0	0	0	0
YBR210W	II	645550	645978	+	429	0	0	0	0	0	0
YBR106W	II	452658	453224	+	567	0	0	0	0	0	0
YBR005W	II	245906	246547	+	642	0	0	0	0	0	0
YBR153W	II	547460	548194	+	735	0	0	0	0	0	0
YBR132C	II	499652	501442	-	1791	0	0	0	0	0	0
YBR166C	II	569842	571200	-	1359	0	0	0	0	0	0
YBR221W-A	II	666538	666642	+	105	0	0	0	0	0	0
YBR131C-A	II	497650	497739	-	90	0	0	0	0	0	0
YBR161W	II	561634	562764	+	1131	0	0	0	0	0	0
YBR109C	II	457919	458362	-	444	0	0	0	0	0	0
YBR255W	II	724456	726540	+	2085	0	0	0	0	0	0
YBR205W	II	633622	634836	+	1215	0	0	0	0	0	0
YBR296C-A	II	800123	800242	-	120	0	0	0	0	0	0
YBL043W	II	136688	137461	+	774	0	0	0	0	0	0
YBR130C	II	495592	496869	-	1278	0	0	0	0	0	0
YBR206W	II	634601	634924	+	324	0	0	0	0	0	0
YBR122C	II	483970	484503	-	534	0	0	0	0	0	0
YBR295W	II	792849	796499	+	3651	0	0	0	0	0	0
YBR004C	II	244366	245667	-	1302	0	0	0	0	0	0
YBR202W	II	625772	628309	+	2538	0	0	0	0	0	0
YBR001C	II	238941	241283	-	2343	0	0	0	0	0	0
YBL113C	II	280	2658	-	2379	0	0	0	0	0	0
YBR288C	II	778012	779463	-	1452	0	0	0	0	0	0
YBR282W	II	768240	768680	+	441	0	0	0	0	0	0
YBL072C	II	88523	89125	-	603	0	0	0	0	0	0
YBR103W	II	447709	449316	+	1608	0	0	0	0	0	0
YBR107C	II	453793	454530	-	738	0	0	0	0	0	0
YBL024W	II	172534	174588	+	2055	0	0	0	0	0	0
YBR012C	II	259147	259566	-	420	0	0	0	0	0	0
YBR188C	II	603685	604107	-	423	0	0	0	0	0	0
YBL075C	II	84499	86448	-	1950	0	0	0	0	0	0
YBR102C	II	445062	447323	-	2262	0	0	0	0	0	0
YBR006W	II	247010	248503	+	1494	0	0	0	0	0	0
YBL051C	II	122753	124759	-	2007	0	0	0	0	0	0
YBR196C	II	612236	613900	-	1665	0	0	0	0	0	0
YBL031W	II	161699	162715	+	1017	0	0	0	0	0	0
YBR141W-A	II	527167	527262	+	96	0	0	0	0	0	0
YBL006W-A	II	216711	216860	+	150	0	0	0	0	0	0
YBL100W-C	II	28427	28546	+	120	0	0	0	0	0	0
YBR236C	II	690383	691693	-	1311	0	0	0	0	0	0
YBR276C	II	757620	760043	-	2424	0	0	0	0	0	0
YBR036C	II	309081	310313	-	1233	0	0	0	0	0	0
YBR045C	II	328173	330092	-	1920	0	0	0	0	0	0
YBR291C	II	783673	784572	-	900	0	0	0	0	0	0
YBR137W	II	513044	513583	+	540	0	0	0	0	0	0
YBR079C	II	395383	398277	-	2895	0	0	0	0	0	0
YBR017C	II	270947	273703	-	2757	0	0	0	0	0	0
YBL044W	II	135998	136366	+	369	0	0	0	0	0	0
YBL023C	II	174920	177526	-	2607	0	0	0	0	0	0
YBR127C	II	491269	492822	-	1554	0	0	0	0	0	0
YBR152W	II	546376	547251	+	876	0	0	0	0	0	0
YBR035C	II	306269	306955	-	687	0	0	0	0	0	0
YBR289W	II	779667	782384	+	2718	0	0	0	0	0	0
YBL017C	II	186844	191583	-	4740	0	0	0	0	0	0
YBR157C	II	553543	554310	-	768	0	0	0	0	0	0
YBL104C	II	18177	21293	-	3117	0	0	0	0	0	0
YBL109W	II	5790	6125	+	336	0	0	0	0	0	0
tL(UAA)B1	II	9583	9666	+	84	0	0	0	0	0	0
YBR072C-A	II	382860	383021	-	162	0	0	0	0	0	0
YBR300C	II	808600	809097	-	498	0	0	0	0	0	0
YBR195C	II	610614	611882	-	1269	0	0	0	0	0	0
YBR233W	II	683428	684669	+	1242	0	0	0	0	0	0
YBR262C	II	735720	736040	-	321	0	0	0	0	0	0
YBR020W	II	279021	280607	+	1587	0	0	0	0	0	0
YBR085C-A	II	418907	419164	-	258	0	0	0	0	0	0
YBR123C	II	484742	486691	-	1950	0	0	0	0	0	0
YBR221C	II	665153	666253	-	1101	0	0	0	0	0	0
YBL029W	II	166134	167264	+	1131	0	0	0	0	0	0
YBL045C	II	134143	135516	-	1374	0	0	0	0	0	0
YBR191W-A	II	607149	607223	+	75	0	0	0	0	0	0
YBR154C	II	548362	549009	-	648	0	0	0	0	0	0
YBR278W	II	760294	760899	+	606	0	0	0	0	0	0
YBR273C	II	748061	749371	-	1311	0	0	0	0	0	0
YBR032W	II	301519	301821	+	303	0	0	0	0	0	0
YBR048W	II;II	332831;333387	332875;333812	+;+	471	0	0	0	0	0	0
YBR104W	II	449667	450656	+	990	0	0	0	0	0	0
YBL079W	II	75259	79767	+	4509	0	0	0	0	0	0
YBR265W	II	738582	739544	+	963	0	0	0	0	0	0
YBR249C	II	716882	717994	-	1113	0	0	0	0	0	0
YBR203W	II	629168	631942	+	2775	0	0	0	0	0	0
YBR184W	II	597363	598934	+	1572	0	0	0	0	0	0
YBR170C	II	576344	578086	-	1743	0	0	0	0	0	0
YBR173C	II	581726	582172	-	447	0	0	0	0	0	0
YBR133C	II	501804	504287	-	2484	0	0	0	0	0	0
YBR275C	II	751356	757106	-	5751	0	0	0	0	0	0
YBL108W	II	8177	8482	+	306	0	0	0	0	0	0
YBL113W-A	II	646	1128	+	483	0	0	0	0	0	0
YBL085W	II	63876	66818	+	2943	0	0	0	0	0	0
YBL052C	II	119379	121874	-	2496	0	0	0	0	0	0
YBL009W	II	207194	209224	+	2031	0	0	0	0	0	0
YBR283C	II	768943	770415	-	1473	0	0	0	0	0	0
YBR094W	II	432036	434297	+	2262	0	0	0	0	0	0
YBR258C	II	729734	730162	-	429	0	0	0	0	0	0
YBR201W	II	623576	624211	+	636	0	0	0	0	0	0
YBR070C	II	379221	379934	-	714	0	0	0	0	0	0
tE(UUC)B	II	645167	645238	+	72	0	0	0	0	0	0
YBR198C	II	616127	618523	-	2397	0	0	0	0	0	0
YBL056W	II	113762	115168	+	1407	0	0	0	0	0	0
YBL099W	II	37053	38690	+	1638	0	0	0	0	0	0
YBR257W	II	728885	729724	+	840	0	0	0	0	0	0
YBR126W-A	II	490850	491056	+	207	0	0	0	0	0	0
YBR242W	II	704670	705386	+	717	0	0	0	0	0	0
YBL008W	II	209653	212175	+	2523	0	0	0	0	0	0
YBR181C	II;II	591712;592769	592416;592774	-;-	711	0	0	0	0	0	0
tC(GCA)B	II	643007	643078	-	72	0	0	0	0	0	0
YBR052C	II	338720	339352	-	633	0	0	0	0	0	0
YBR093C	II	429548	430951	-	1404	0	0	0	0	0	0
YBR049C	II	334386	336818	-	2433	0	0	0	0	0	0
YBR056W	II	347879	349384	+	1506	0	0	0	0	0	0
YBL030C	II	163041	163997	-	957	0	0	0	0	0	0
tT(AGU)B	II	266378	266450	+	73	0	0	0	0	0	0
YBR141C	II	527025	528038	-	1014	0	0	0	0	0	0
YBR226C	II	673155	673565	-	411	0	0	0	0	0	0
YBL005W	II	217470	220400	+	2931	0	0	0	0	0	0
YBR151W	II	545028	545978	+	951	0	0	0	0	0	0
YBR144C	II	533235	533549	-	315	0	0	0	0	0	0
YBR178W	II	586071	586445	+	375	0	0	0	0	0	0
YBR138C	II	513762	515336	-	1575	0	0	0	0	0	0
YBL090W	II	48825	49358	+	534	0	0	0	0	0	0
YBL105C	II	14241	17696	-	3456	0	0	0	0	0	0
YBL102W	II	24098	24745	+	648	0	0	0	0	0	0
YBL011W	II	203538	205817	+	2280	0	0	0	0	0	0
YBR095C	II	434406	435698	-	1293	0	0	0	0	0	0
YBR196C-B	II	614526	614630	-	105	0	0	0	0	0	0
YBL048W	II	127299	127610	+	312	0	0	0	0	0	0
YBR066C	II	370037	370699	-	663	0	0	0	0	0	0
YBR292C	II	784702	785073	-	372	0	0	0	0	0	0
YBR018C	II	274427	275527	-	1101	0	0	0	0	0	0
YBR194W	II	610038	610409	+	372	0	0	0	0	0	0
YBR076C-A	II	391351	391617	-	267	0	0	0	0	0	0
YBR108W	II	454822	457665	+	2844	0	0	0	0	0	0
YBR046C	II	330507	331511	-	1005	0	0	0	0	0	0
YBR235W	II	686901	690263	+	3363	0	0	0	0	0	0
YBR274W	II	749594	751177	+	1584	0	0	0	0	0	0
YBL006C	II	216587	217129	-	543	0	0	0	0	0	0
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	0	0	0	0	0	0
YBR277C	II	760215	760616	-	402	0	0	0	0	0	0
YBR185C	II	599123	599959	-	837	0	0	0	0	0	0
YBL078C	II	80378	80731	-	354	0	0	0	0	0	0
YBR037C	II	310565	311452	-	888	0	0	0	0	0	0
YBR015C	II	267710	269503	-	1794	0	0	0	0	0	0
YBR016W	II	270247	270633	+	387	0	0	0	0	0	0
YBL107W-A	II	9268	9372	+	105	0	0	0	0	0	0
YBL071W-A	II	89978	90226	+	249	0	0	0	0	0	0
YBR269C	II	742160	742576	-	417	0	0	0	0	0	0
YBR266C	II	739936	740388	-	453	0	0	0	0	0	0
YBR055C	II	344602	347301	-	2700	0	0	0	0	0	0
YBR088C	II	424990	425766	-	777	0	0	0	0	0	0
tV(UAC)B	II	326792	326865	-	74	0	0	0	0	0	0
YBL019W	II	184353	185915	+	1563	0	0	0	0	0	0
YBR112C	II	462870	465770	-	2901	0	0	0	0	0	0
YBR164C	II	567875	568426	-	552	0	0	0	0	0	0
YBR148W	II	537876	539705	+	1830	0	0	0	0	0	0
YBL020W	II	182401	184125	+	1725	0	0	0	0	0	0
YBR208C	II	636703	642210	-	5508	0	0	0	0	0	0
tD(GUC)B	II	405960	406031	+	72	0	0	0	0	0	0
YBR172C	II	579150	581372	-	2223	0	0	0	0	0	0
YBL097W	II	40831	43095	+	2265	0	0	0	0	0	0
YBR050C	II	337183	338199	-	1017	0	0	0	0	0	0
YBR183W	II	596115	597065	+	951	0	0	0	0	0	0
YBR213W	II	650368	651192	+	825	0	0	0	0	0	0
YBR113W	II	465566	466048	+	483	0	0	0	0	0	0
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	0	0	0	0	0	0
YBR196C-A	II	614024	614173	-	150	0	0	0	0	0	0
YBR286W	II	774700	776313	+	1614	0	0	0	0	0	0
YBR268W	II	741299	741616	+	318	0	0	0	0	0	0
YBR058C-A	II	356324	356566	-	243	0	0	0	0	0	0
YBR287W	II	776571	777854	+	1284	0	0	0	0	0	0
YBL083C	II	69713	70138	-	426	0	0	0	0	0	0
YBL061C	II	105316	107406	-	2091	0	0	0	0	0	0
YBR267W	II	739841	741022	+	1182	0	0	0	0	0	0
YBR114W	II	467248	469620	+	2373	0	0	0	0	0	0
YBL032W	II	160184	161329	+	1146	0	0	0	0	0	0
YBR219C	II;II	662499;663003	662581;663303	-;-	384	0	0	0	0	0	0
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	0	0	0	0	0	0
YBR299W	II	805351	807105	+	1755	0	0	0	0	0	0
YBR191W	II;II	606270;606669	606280;607140	+;+	483	0	0	0	0	0	0
YBR125C	II	487199	488380	-	1182	0	0	0	0	0	0
YBL069W	II	90741	92030	+	1290	0	0	0	0	0	0
YBR223C	II	668663	670297	-	1635	0	0	0	0	0	0
YBR074W	II	386286	389216	+	2931	0	0	0	0	0	0
YBR201C-A	II	624493	624696	-	204	0	0	0	0	0	0
YBR187W	II	602634	603476	+	843	0	0	0	0	0	0
YBL021C	II	181660	182094	-	435	0	0	0	0	0	0
YBL049W	II	126828	127244	+	417	0	0	0	0	0	0
YBL035C	II	151493	153610	-	2118	0	0	0	0	0	0
YBL095W	II	43277	44089	+	813	0	0	0	0	0	0
YBR073W	II	383112	385988	+	2877	0	0	0	0	0	0
YBR109W-A	II	458608	458832	+	225	0	0	0	0	0	0
YBR260C	II	732639	734639	-	2001	0	0	0	0	0	0
YBR279W	II	761257	762594	+	1338	0	0	0	0	0	0
YBR211C	II	646158	647132	-	975	0	0	0	0	0	0
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	0	0	0	0	0	0
YBR063C	II	366970	368184	-	1215	0	0	0	0	0	0
YBR028C	II	294425	296002	-	1578	0	0	0	0	0	0
YBL039C-A	II	144948	145031	-	84	0	0	0	0	0	0
YBR129C	II	494353	495339	-	987	0	0	0	0	0	0
YBL050W	II;II	125125;125271	125154;126119	+;+	879	0	0	0	0	0	0
YBR051W	II	337988	338338	+	351	0	0	0	0	0	0
YBR080C	II	398614	400890	-	2277	0	0	0	0	0	0
YBL058W	II	111437	112708	+	1272	0	0	0	0	0	0
YBL101C	II	24946	28299	-	3354	0	0	0	0	0	0
YBR140C	II	517350	526628	-	9279	0	0	0	0	0	0
YBR021W	II	281443	283344	+	1902	0	0	0	0	0	0
YBR232C	II	683373	683732	-	360	0	0	0	0	0	0
YBR024W	II	289445	290350	+	906	0	0	0	0	0	0
YBL005W-B	II	221330	226598	+	5269	0	0	0	0	0	0
YBL100W-A	II	29935	31251	+	1317	0	0	0	0	0	0
YBR012W-B	II	259869	265140	+	5272	0	0	0	0	0	0
YBR012W-A	II	259869	261191	+	1323	0	0	0	0	0	0
YBL005W-A	II	221330	222652	+	1323	0	0	0	0	0	0
YBL100W-B	II	29935	35248	+	5314	0	0	0	0	0	0
YNR017W	XIV	662913	663581	+	669	0	0	0	0	0	0
YNL105W	XIV	424155	424583	+	429	0	0	0	0	0	0
YNR069C	XIV	761123	762592	-	1470	0	0	0	0	0	0
YNL306W	XIV	58155	58808	+	654	0	0	0	0	0	0
YNL288W	XIV	90303	91424	+	1122	0	0	0	0	0	0
YNL191W	XIV	280432	281505	+	1074	0	0	0	0	0	0
YNL150W	XIV	349251	349658	+	408	0	0	0	0	0	0
YNL097C	XIV	441366	442358	-	993	0	0	0	0	0	0
tN(GUU)N1	XIV	102716	102789	+	74	0	0	0	0	0	0
YNL137C	XIV	368595	370055	-	1461	0	0	0	0	0	0
YNL331C	XIV	16118	17248	-	1131	0	0	0	0	0	0
YNL030W	XIV	576727	577038	+	312	0	0	0	0	0	0
YNL297C	XIV	71673	76583	-	4911	0	0	0	0	0	0
YNL102W	XIV	430087	434493	+	4407	0	0	0	0	0	0
YNR026C	XIV	673274	674689	-	1416	0	0	0	0	0	0
YNL152W	XIV	346313	347542	+	1230	0	0	0	0	0	0
YNL140C	XIV	360917	361486	-	570	0	0	0	0	0	0
YNL099C	XIV	438567	439283	-	717	0	0	0	0	0	0
YNL182C	XIV	295960	297627	-	1668	0	0	0	0	0	0
YNL180C	XIV	299654	300649	-	996	0	0	0	0	0	0
YNR001C	XIV	629622	631061	-	1440	0	0	0	0	0	0
YNL091W	XIV	452408	456130	+	3723	0	0	0	0	0	0
YNL157W	XIV	340352	340858	+	507	0	0	0	0	0	0
YNL315C	XIV	43324	44280	-	957	0	0	0	0	0	0
YNL221C	XIV	231068	233695	-	2628	0	0	0	0	0	0
YNR052C	XIV	719346	720647	-	1302	0	0	0	0	0	0
YNL061W	XIV	510540	512396	+	1857	0	0	0	0	0	0
YNL284C	XIV	103134	104102	-	969	0	0	0	0	0	0
YNR040W	XIV	699690	700460	+	771	0	0	0	0	0	0
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	0	0	0	0	0	0
YNL097W-A	XIV	441431	441586	+	156	0	0	0	0	0	0
YNL121C	XIV	398684	400537	-	1854	0	0	0	0	0	0
snR191	XIV	721938	722211	-	274	0	0	0	0	0	0
YNL043C	XIV	545589	545909	-	321	0	0	0	0	0	0
YNR055C	XIV	728426	730186	-	1761	0	0	0	0	0	0
YNL039W	XIV	555048	556832	+	1785	0	0	0	0	0	0
YNR036C	XIV	694361	694822	-	462	0	0	0	0	0	0
YNL304W	XIV	60297	61550	+	1254	0	0	0	0	0	0
YNL119W	XIV	401040	402521	+	1482	0	0	0	0	0	0
YNL034W	XIV	570477	572315	+	1839	0	0	0	0	0	0
